Period1,Period2,stdev1_period1,stdev1_period2,stdev2_period1,stdev2_period2,stdev3_period1,stdev3_period2
0.2,0.2,0.6859183258147968,0.6859183258147968,0.2873036308717365,0.2873036308717365,0.6228487971798297,0.6228487971798297
0.2,0.4,0.6859183258147968,0.6699322612761806,0.2873036308717365,0.2578796395967434,0.6228487971798297,0.6183100441281995
0.2,0.6000000000000001,0.6859183258147968,0.6637813625744702,0.2873036308717365,0.2560203161221372,0.6228487971798297,0.6124208711962675
0.2,0.8,0.6859183258147968,0.6462240513262006,0.2873036308717365,0.2585822470234134,0.6228487971798297,0.5922336757316922
0.2,1.0,0.6859183258147968,0.642139441207028,0.2873036308717365,0.2668863788672603,0.6228487971798297,0.5840502506600111
0.2,1.2,0.6859183258147968,0.6443433176680152,0.2873036308717365,0.2797759269833586,0.6228487971798297,0.5804341255513991
0.2,1.4,0.6859183258147968,0.6361826066051954,0.2873036308717365,0.2821132568242034,0.6228487971798297,0.5702108658259293
0.2,1.6,0.6859183258147968,0.6282062783249329,0.2873036308717365,0.2836496039252547,0.6228487971798297,0.5605096690028082
0.2,1.8,0.6859183258147968,0.6193125480097563,0.2873036308717365,0.2813006576661759,0.6228487971798297,0.551739933602736
0.2,2.0,0.6859183258147968,0.6095939034952205,0.2873036308717365,0.2756850893829047,0.6228487971798297,0.5436933584385933
0.4,0.2,0.6699322612761806,0.6859183258147968,0.2578796395967434,0.2873036308717365,0.6183100441281995,0.6228487971798297
0.4,0.4,0.6699322612761806,0.6699322612761806,0.2578796395967434,0.2578796395967434,0.6183100441281995,0.6183100441281995
0.4,0.6000000000000001,0.6699322612761806,0.6637813625744702,0.2578796395967434,0.2560203161221372,0.6183100441281995,0.6124208711962675
0.4,0.8,0.6699322612761806,0.6462240513262006,0.2578796395967434,0.2585822470234134,0.6183100441281995,0.5922336757316922
0.4,1.0,0.6699322612761806,0.642139441207028,0.2578796395967434,0.2668863788672603,0.6183100441281995,0.5840502506600111
0.4,1.2,0.6699322612761806,0.6443433176680152,0.2578796395967434,0.2797759269833586,0.6183100441281995,0.5804341255513991
0.4,1.4,0.6699322612761806,0.6361826066051954,0.2578796395967434,0.2821132568242034,0.6183100441281995,0.5702108658259293
0.4,1.6,0.6699322612761806,0.6282062783249329,0.2578796395967434,0.2836496039252547,0.6183100441281995,0.5605096690028082
0.4,1.8,0.6699322612761806,0.6193125480097563,0.2578796395967434,0.2813006576661759,0.6183100441281995,0.551739933602736
0.4,2.0,0.6699322612761806,0.6095939034952205,0.2578796395967434,0.2756850893829047,0.6183100441281995,0.5436933584385933
0.6000000000000001,0.2,0.6637813625744702,0.6859183258147968,0.2560203161221372,0.2873036308717365,0.6124208711962675,0.6228487971798297
0.6000000000000001,0.4,0.6637813625744702,0.6699322612761806,0.2560203161221372,0.2578796395967434,0.6124208711962675,0.6183100441281995
0.6000000000000001,0.6000000000000001,0.6637813625744702,0.6637813625744702,0.2560203161221372,0.2560203161221372,0.6124208711962675,0.6124208711962675
0.6000000000000001,0.8,0.6637813625744702,0.6462240513262006,0.2560203161221372,0.2585822470234134,0.6124208711962675,0.5922336757316922
0.6000000000000001,1.0,0.6637813625744702,0.642139441207028,0.2560203161221372,0.2668863788672603,0.6124208711962675,0.5840502506600111
0.6000000000000001,1.2,0.6637813625744702,0.6443433176680152,0.2560203161221372,0.2797759269833586,0.6124208711962675,0.5804341255513991
0.6000000000000001,1.4,0.6637813625744702,0.6361826066051954,0.2560203161221372,0.2821132568242034,0.6124208711962675,0.5702108658259293
0.6000000000000001,1.6,0.6637813625744702,0.6282062783249329,0.2560203161221372,0.2836496039252547,0.6124208711962675,0.5605096690028082
0.6000000000000001,1.8,0.6637813625744702,0.6193125480097563,0.2560203161221372,0.2813006576661759,0.6124208711962675,0.551739933602736
0.6000000000000001,2.0,0.6637813625744702,0.6095939034952205,0.2560203161221372,0.2756850893829047,0.6124208711962675,0.5436933584385933
0.8,0.2,0.6462240513262006,0.6859183258147968,0.2585822470234134,0.2873036308717365,0.5922336757316922,0.6228487971798297
0.8,0.4,0.6462240513262006,0.6699322612761806,0.2585822470234134,0.2578796395967434,0.5922336757316922,0.6183100441281995
0.8,0.6000000000000001,0.6462240513262006,0.6637813625744702,0.2585822470234134,0.2560203161221372,0.5922336757316922,0.6124208711962675
0.8,0.8,0.6462240513262006,0.6462240513262006,0.2585822470234134,0.2585822470234134,0.5922336757316922,0.5922336757316922
0.8,1.0,0.6462240513262006,0.642139441207028,0.2585822470234134,0.2668863788672603,0.5922336757316922,0.5840502506600111
0.8,1.2,0.6462240513262006,0.6443433176680152,0.2585822470234134,0.2797759269833586,0.5922336757316922,0.5804341255513991
0.8,1.4,0.6462240513262006,0.6361826066051954,0.2585822470234134,0.2821132568242034,0.5922336757316922,0.5702108658259293
0.8,1.6,0.6462240513262006,0.6282062783249329,0.2585822470234134,0.2836496039252547,0.5922336757316922,0.5605096690028082
0.8,1.8,0.6462240513262006,0.6193125480097563,0.2585822470234134,0.2813006576661759,0.5922336757316922,0.551739933602736
0.8,2.0,0.6462240513262006,0.6095939034952205,0.2585822470234134,0.2756850893829047,0.5922336757316922,0.5436933584385933
1.0,0.2,0.642139441207028,0.6859183258147968,0.2668863788672603,0.2873036308717365,0.5840502506600111,0.6228487971798297
1.0,0.4,0.642139441207028,0.6699322612761806,0.2668863788672603,0.2578796395967434,0.5840502506600111,0.6183100441281995
1.0,0.6000000000000001,0.642139441207028,0.6637813625744702,0.2668863788672603,0.2560203161221372,0.5840502506600111,0.6124208711962675
1.0,0.8,0.642139441207028,0.6462240513262006,0.2668863788672603,0.2585822470234134,0.5840502506600111,0.5922336757316922
1.0,1.0,0.642139441207028,0.642139441207028,0.2668863788672603,0.2668863788672603,0.5840502506600111,0.5840502506600111
1.0,1.2,0.642139441207028,0.6443433176680152,0.2668863788672603,0.2797759269833586,0.5840502506600111,0.5804341255513991
1.0,1.4,0.642139441207028,0.6361826066051954,0.2668863788672603,0.2821132568242034,0.5840502506600111,0.5702108658259293
1.0,1.6,0.642139441207028,0.6282062783249329,0.2668863788672603,0.2836496039252547,0.5840502506600111,0.5605096690028082
1.0,1.8,0.642139441207028,0.6193125480097563,0.2668863788672603,0.2813006576661759,0.5840502506600111,0.551739933602736
1.0,2.0,0.642139441207028,0.6095939034952205,0.2668863788672603,0.2756850893829047,0.5840502506600111,0.5436933584385933
1.2,0.2,0.6443433176680152,0.6859183258147968,0.2797759269833586,0.2873036308717365,0.5804341255513991,0.6228487971798297
1.2,0.4,0.6443433176680152,0.6699322612761806,0.2797759269833586,0.2578796395967434,0.5804341255513991,0.6183100441281995
1.2,0.6000000000000001,0.6443433176680152,0.6637813625744702,0.2797759269833586,0.2560203161221372,0.5804341255513991,0.6124208711962675
1.2,0.8,0.6443433176680152,0.6462240513262006,0.2797759269833586,0.2585822470234134,0.5804341255513991,0.5922336757316922
1.2,1.0,0.6443433176680152,0.642139441207028,0.2797759269833586,0.2668863788672603,0.5804341255513991,0.5840502506600111
1.2,1.2,0.6443433176680152,0.6443433176680152,0.2797759269833586,0.2797759269833586,0.5804341255513991,0.5804341255513991
1.2,1.4,0.6443433176680152,0.6361826066051954,0.2797759269833586,0.2821132568242034,0.5804341255513991,0.5702108658259293
1.2,1.6,0.6443433176680152,0.6282062783249329,0.2797759269833586,0.2836496039252547,0.5804341255513991,0.5605096690028082
1.2,1.8,0.6443433176680152,0.6193125480097563,0.2797759269833586,0.2813006576661759,0.5804341255513991,0.551739933602736
1.2,2.0,0.6443433176680152,0.6095939034952205,0.2797759269833586,0.2756850893829047,0.5804341255513991,0.5436933584385933
1.4,0.2,0.6361826066051954,0.6859183258147968,0.2821132568242034,0.2873036308717365,0.5702108658259293,0.6228487971798297
1.4,0.4,0.6361826066051954,0.6699322612761806,0.2821132568242034,0.2578796395967434,0.5702108658259293,0.6183100441281995
1.4,0.6000000000000001,0.6361826066051954,0.6637813625744702,0.2821132568242034,0.2560203161221372,0.5702108658259293,0.6124208711962675
1.4,0.8,0.6361826066051954,0.6462240513262006,0.2821132568242034,0.2585822470234134,0.5702108658259293,0.5922336757316922
1.4,1.0,0.6361826066051954,0.642139441207028,0.2821132568242034,0.2668863788672603,0.5702108658259293,0.5840502506600111
1.4,1.2,0.6361826066051954,0.6443433176680152,0.2821132568242034,0.2797759269833586,0.5702108658259293,0.5804341255513991
1.4,1.4,0.6361826066051954,0.6361826066051954,0.2821132568242034,0.2821132568242034,0.5702108658259293,0.5702108658259293
1.4,1.6,0.6361826066051954,0.6282062783249329,0.2821132568242034,0.2836496039252547,0.5702108658259293,0.5605096690028082
1.4,1.8,0.6361826066051954,0.6193125480097563,0.2821132568242034,0.2813006576661759,0.5702108658259293,0.551739933602736
1.4,2.0,0.6361826066051954,0.6095939034952205,0.2821132568242034,0.2756850893829047,0.5702108658259293,0.5436933584385933
1.6,0.2,0.6282062783249329,0.6859183258147968,0.2836496039252547,0.2873036308717365,0.5605096690028082,0.6228487971798297
1.6,0.4,0.6282062783249329,0.6699322612761806,0.2836496039252547,0.2578796395967434,0.5605096690028082,0.6183100441281995
1.6,0.6000000000000001,0.6282062783249329,0.6637813625744702,0.2836496039252547,0.2560203161221372,0.5605096690028082,0.6124208711962675
1.6,0.8,0.6282062783249329,0.6462240513262006,0.2836496039252547,0.2585822470234134,0.5605096690028082,0.5922336757316922
1.6,1.0,0.6282062783249329,0.642139441207028,0.2836496039252547,0.2668863788672603,0.5605096690028082,0.5840502506600111
1.6,1.2,0.6282062783249329,0.6443433176680152,0.2836496039252547,0.2797759269833586,0.5605096690028082,0.5804341255513991
1.6,1.4,0.6282062783249329,0.6361826066051954,0.2836496039252547,0.2821132568242034,0.5605096690028082,0.5702108658259293
1.6,1.6,0.6282062783249329,0.6282062783249329,0.2836496039252547,0.2836496039252547,0.5605096690028082,0.5605096690028082
1.6,1.8,0.6282062783249329,0.6193125480097563,0.2836496039252547,0.2813006576661759,0.5605096690028082,0.551739933602736
1.6,2.0,0.6282062783249329,0.6095939034952205,0.2836496039252547,0.2756850893829047,0.5605096690028082,0.5436933584385933
1.8,0.2,0.6193125480097563,0.6859183258147968,0.2813006576661759,0.2873036308717365,0.551739933602736,0.6228487971798297
1.8,0.4,0.6193125480097563,0.6699322612761806,0.2813006576661759,0.2578796395967434,0.551739933602736,0.6183100441281995
1.8,0.6000000000000001,0.6193125480097563,0.6637813625744702,0.2813006576661759,0.2560203161221372,0.551739933602736,0.6124208711962675
1.8,0.8,0.6193125480097563,0.6462240513262006,0.2813006576661759,0.2585822470234134,0.551739933602736,0.5922336757316922
1.8,1.0,0.6193125480097563,0.642139441207028,0.2813006576661759,0.2668863788672603,0.551739933602736,0.5840502506600111
1.8,1.2,0.6193125480097563,0.6443433176680152,0.2813006576661759,0.2797759269833586,0.551739933602736,0.5804341255513991
1.8,1.4,0.6193125480097563,0.6361826066051954,0.2813006576661759,0.2821132568242034,0.551739933602736,0.5702108658259293
1.8,1.6,0.6193125480097563,0.6282062783249329,0.2813006576661759,0.2836496039252547,0.551739933602736,0.5605096690028082
1.8,1.8,0.6193125480097563,0.6193125480097563,0.2813006576661759,0.2813006576661759,0.551739933602736,0.551739933602736
1.8,2.0,0.6193125480097563,0.6095939034952205,0.2813006576661759,0.2756850893829047,0.551739933602736,0.5436933584385933
2.0,0.2,0.6095939034952205,0.6859183258147968,0.2756850893829047,0.2873036308717365,0.5436933584385933,0.6228487971798297
2.0,0.4,0.6095939034952205,0.6699322612761806,0.2756850893829047,0.2578796395967434,0.5436933584385933,0.6183100441281995
2.0,0.6000000000000001,0.6095939034952205,0.6637813625744702,0.2756850893829047,0.2560203161221372,0.5436933584385933,0.6124208711962675
2.0,0.8,0.6095939034952205,0.6462240513262006,0.2756850893829047,0.2585822470234134,0.5436933584385933,0.5922336757316922
2.0,1.0,0.6095939034952205,0.642139441207028,0.2756850893829047,0.2668863788672603,0.5436933584385933,0.5840502506600111
2.0,1.2,0.6095939034952205,0.6443433176680152,0.2756850893829047,0.2797759269833586,0.5436933584385933,0.5804341255513991
2.0,1.4,0.6095939034952205,0.6361826066051954,0.2756850893829047,0.2821132568242034,0.5436933584385933,0.5702108658259293
2.0,1.6,0.6095939034952205,0.6282062783249329,0.2756850893829047,0.2836496039252547,0.5436933584385933,0.5605096690028082
2.0,1.8,0.6095939034952205,0.6193125480097563,0.2756850893829047,0.2813006576661759,0.5436933584385933,0.551739933602736
2.0,2.0,0.6095939034952205,0.6095939034952205,0.2756850893829047,0.2756850893829047,0.5436933584385933,0.5436933584385933
